Field	Red Robot	Yellow Robot	Ball
(387.2774963378906, 279.41021728515625)	(265.8772277832031, 211.53924560546875)	(634.4494018554688, 116.38990020751953)	(461.45770263671875, 96.53086853027344)
(386.7261962890625, 279.9276123046875)	(666.1212158203125, 208.53939819335938)	(167.30931091308594, 65.52478790283203)	(244.65126037597656, 46.71002197265625)
(386.86138916015625, 280.1188049316406)	(266.6360168457031, 211.56732177734375)	(255.0941619873047, 118.30071258544922)	(461.24755859375, 96.63350677490234)
(386.885498046875, 280.2829895019531)	(267.7907409667969, 212.12998962402344)	(634.4166259765625, 116.19620513916016)	(244.082275390625, 46.590789794921875)
(386.72955322265625, 278.943603515625)	(268.5332946777344, 212.15838623046875)	(166.71717834472656, 65.16283416748047)	(461.08636474609375, 96.67522430419922)
(386.77178955078125, 279.6429748535156)	(268.7121276855469, 212.2346954345703)	(254.55357360839844, 119.01544189453125)	(243.9254608154297, 46.5470085144043)
(387.03961181640625, 279.86639404296875)	(268.67401123046875, 212.76922607421875)	(635.1937255859375, 115.83155059814453)	(460.9447021484375, 96.64019012451172)
(386.5295104980469, 279.7257995605469)	(269.5924987792969, 212.23992919921875)	(166.37826538085938, 64.6070327758789)	(243.2798614501953, 46.39805221557617)
(385.86566162109375, 279.8261413574219)	(269.0163879394531, 212.4156951904297)	(254.54977416992188, 119.13505554199219)	(460.85272216796875, 96.49124145507812)
(385.8492431640625, 280.0753479003906)	(268.2188415527344, 212.48431396484375)	(635.4944458007812, 116.12850189208984)	(242.90927124023438, 46.341163635253906)
(385.4541320800781, 280.16497802734375)	(267.1283264160156, 212.7120361328125)	(166.10531616210938, 63.61701965332031)	(460.7787780761719, 96.53307342529297)
(384.6959228515625, 280.1413269042969)	(266.53460693359375, 212.73745727539062)	(257.2345886230469, 118.0835189819336)	(242.5836944580078, 46.330711364746094)
(384.5628662109375, 280.00347900390625)	(265.8048095703125, 212.42318725585938)	(635.4900512695312, 116.132080078125)	(460.70355224609375, 96.5909423828125)
(384.68402099609375, 282.5074768066406)	(265.25738525390625, 212.3772430419922)	(165.71653747558594, 63.05168914794922)	(460.6559143066406, 96.56687927246094)
(384.85247802734375, 283.6445007324219)	(264.84930419921875, 211.81178283691406)	(258.43963623046875, 117.76667022705078)	(460.5503234863281, 96.656982421875)
(385.27398681640625, 283.1712341308594)	(264.50653076171875, 211.54397583007812)	(635.7032470703125, 116.05081176757812)	(460.37158203125, 96.81527709960938)
(384.86761474609375, 284.201416015625)	(264.4151611328125, 211.64163208007812)	(165.48390197753906, 62.7769775390625)	(460.49566650390625, 96.57344818115234)
(385.1351623535156, 283.4098205566406)	(264.31878662109375, 210.55149841308594)	(271.4654541015625, 118.7683334350586)	(460.4172058105469, 96.48015594482422)
(384.91351318359375, 283.40716552734375)	(263.9816589355469, 209.6494598388672)	(635.5012817382812, 115.50082397460938)	(460.2676696777344, 96.52938079833984)
(384.8275451660156, 284.1768798828125)	(263.6197204589844, 208.84051513671875)	(165.23915100097656, 62.471988677978516)	(459.8272705078125, 96.66276550292969)
(384.8081970214844, 285.0365905761719)	(660.965087890625, 204.97056579589844)	(261.4964904785156, 117.2931900024414)	(459.36572265625, 96.81031036376953)
(384.822998046875, 285.19134521484375)	(262.9901428222656, 208.59552001953125)	(635.8795166015625, 115.49103546142578)	(458.81988525390625, 97.37809753417969)
(384.4804992675781, 285.1482238769531)	(660.587646484375, 204.64120483398438)	(164.95437622070312, 62.068260192871094)	(457.96435546875, 98.28431701660156)
(384.26116943359375, 285.51910400390625)	(262.03131103515625, 208.46958923339844)	(261.3078308105469, 117.48638153076172)	(457.2935485839844, 99.12823486328125)
(384.2000732421875, 285.80364990234375)	(659.791015625, 204.51095581054688)	(635.9217529296875, 115.63345336914062)	(457.1011962890625, 99.60015869140625)
(382.81787109375, 285.5548095703125)	(261.1260070800781, 208.0023651123047)	(164.87745666503906, 62.10519027709961)	(456.6028747558594, 100.1792984008789)
(382.1821594238281, 285.6976013183594)	(659.277099609375, 204.4175262451172)	(277.3732604980469, 118.69788360595703)	(455.85784912109375, 100.79258728027344)
(381.8152770996094, 285.8877258300781)	(260.5323486328125, 207.1707305908203)	(636.22216796875, 115.61376190185547)	(455.77105712890625, 100.73285675048828)
(381.60357666015625, 286.1737976074219)	(659.102294921875, 204.3036651611328)	(164.97607421875, 62.085994720458984)	(455.1763916015625, 101.44956970214844)
(381.7970275878906, 286.5067138671875)	(259.9751892089844, 206.82496643066406)	(264.8595886230469, 118.27794647216797)	(454.529296875, 102.31221008300781)
(381.6668395996094, 286.6859436035156)	(658.8775634765625, 204.09228515625)	(636.1176147460938, 115.67207336425781)	(453.78118896484375, 103.11956787109375)
(381.51495361328125, 287.0969543457031)	(259.94073486328125, 207.20652770996094)	(164.98275756835938, 61.8791618347168)	(453.177734375, 103.69477844238281)
(381.6034851074219, 287.205810546875)	(658.652099609375, 204.2738037109375)	(258.59271240234375, 117.97686767578125)	(452.42254638671875, 104.38288879394531)
(381.26287841796875, 287.36712646484375)	(259.17767333984375, 206.87124633789062)	(635.9866943359375, 115.62828826904297)	(451.83349609375, 105.4167251586914)
(380.9286193847656, 287.49993896484375)	(658.0926513671875, 204.1765594482422)	(165.02818298339844, 61.501792907714844)	(451.2411193847656, 106.30677795410156)
(380.7882080078125, 287.34906005859375)	(258.374267578125, 206.647216796875)	(255.70864868164062, 116.88909912109375)	(450.86376953125, 106.97330474853516)
(380.46343994140625, 287.2385559082031)	(657.3187255859375, 203.8495330810547)	(635.9803466796875, 115.63929748535156)	(450.5831298828125, 107.56611633300781)
(380.549560546875, 286.8924560546875)	(257.4916076660156, 206.43870544433594)	(164.98155212402344, 61.41694641113281)	(450.094482421875, 108.28825378417969)
(380.5719909667969, 286.6755676269531)	(656.4859619140625, 203.5905303955078)	(255.05882263183594, 116.80079650878906)	(449.73779296875, 109.04800415039062)
(380.4154052734375, 286.4999694824219)	(256.87384033203125, 207.6759490966797)	(636.1985473632812, 115.4820556640625)	(449.09967041015625, 109.54022979736328)
(380.6211853027344, 286.5932922363281)	(656.2086181640625, 203.2906951904297)	(165.00650024414062, 61.5697135925293)	(448.19482421875, 110.24530029296875)
(380.6025695800781, 286.92596435546875)	(256.1423034667969, 207.4833526611328)	(256.2371826171875, 117.46784973144531)	(447.31201171875, 111.17251586914062)
(380.79217529296875, 286.8854064941406)	(655.7947998046875, 202.88832092285156)	(635.985595703125, 115.16847229003906)	(446.85382080078125, 111.85320281982422)
(380.51458740234375, 287.4327392578125)	(255.49508666992188, 206.9606475830078)	(165.12628173828125, 61.65397644042969)	(446.24212646484375, 112.2199935913086)
(380.0920715332031, 287.208740234375)	(655.435546875, 202.48883056640625)	(255.01263427734375, 116.68079376220703)	(445.6063537597656, 112.73867797851562)
(379.92767333984375, 287.40252685546875)	(254.86260986328125, 205.96722412109375)	(635.7340087890625, 115.05115509033203)	(445.09765625, 113.16324615478516)
(379.873046875, 287.6540222167969)	(655.1035766601562, 201.86904907226562)	(165.1282958984375, 61.74864196777344)	(444.53778076171875, 113.5790786743164)
(379.9679260253906, 287.3667297363281)	(254.1596221923828, 204.9491729736328)	(254.350341796875, 116.37036895751953)	(443.7625732421875, 114.26844787597656)
(379.4744873046875, 287.87786865234375)	(654.78125, 201.48928833007812)	(636.0595703125, 114.6827621459961)	(442.96282958984375, 114.76141357421875)
(378.8435974121094, 287.8019714355469)	(253.0004425048828, 204.315185546875)	(165.16893005371094, 61.80504608154297)	(442.3331604003906, 114.77032470703125)
(378.8563232421875, 287.7684326171875)	(251.75390625, 203.37400817871094)	(254.00482177734375, 116.07363891601562)	(442.0174255371094, 114.8014144897461)
(378.5831298828125, 287.8968200683594)	(250.59442138671875, 202.71914672851562)	(636.3724365234375, 114.77070617675781)	(441.89501953125, 114.75139617919922)
(378.3871154785156, 287.4852600097656)	(249.76251220703125, 201.5261993408203)	(165.0807647705078, 61.69917678833008)	(235.08419799804688, 51.986785888671875)
(378.72772216796875, 287.43438720703125)	(249.20703125, 200.3475799560547)	(253.8193817138672, 115.6732406616211)	(234.77789306640625, 52.04698944091797)
(378.72088623046875, 288.0574035644531)	(248.66177368164062, 199.55743408203125)	(635.9168090820312, 114.86296844482422)	(234.82366943359375, 52.02159118652344)
(378.71551513671875, 288.40740966796875)	(248.3379364013672, 199.07546997070312)	(163.841796875, 61.97140884399414)	(235.32537841796875, 51.866024017333984)
(378.7901916503906, 289.4220886230469)	(247.9479217529297, 198.0998077392578)	(253.93682861328125, 115.23957061767578)	(237.00840759277344, 51.71855926513672)
(378.95782470703125, 289.4156188964844)	(248.94822692871094, 197.45262145996094)	(635.7503662109375, 114.9645004272461)	(236.90444946289062, 51.79044723510742)
(378.48199462890625, 289.2732238769531)	(249.2197265625, 196.96969604492188)	(163.01776123046875, 61.98216247558594)	(235.51356506347656, 51.7429313659668)
(378.04058837890625, 289.42181396484375)	(249.29249572753906, 196.9314422607422)	(253.93289184570312, 114.89936828613281)	(234.6099853515625, 51.539772033691406)
(377.95294189453125, 289.479736328125)	(249.04237365722656, 196.57122802734375)	(635.7127075195312, 114.84001159667969)	(233.6540985107422, 51.318931579589844)
(378.13580322265625, 289.2371826171875)	(248.72756958007812, 196.12197875976562)	(162.63931274414062, 61.775203704833984)	(234.368896484375, 51.184776306152344)
(378.0864562988281, 289.3184509277344)	(248.1635284423828, 195.5311737060547)	(254.66928100585938, 114.66728210449219)	(231.96299743652344, 51.14894104003906)
(378.1951904296875, 289.3759460449219)	(246.4904327392578, 194.9324951171875)	(636.0068969726562, 114.40423583984375)	(232.218994140625, 51.15673065185547)
(377.63848876953125, 289.7103271484375)	(245.70388793945312, 194.06072998046875)	(162.1884307861328, 61.82324981689453)	(232.77548217773438, 51.17387008666992)
(377.4518737792969, 290.1250915527344)	(245.28831481933594, 193.5811004638672)	(255.66307067871094, 114.40775299072266)	(232.4996337890625, 51.04052734375)
(377.73516845703125, 290.2306823730469)	(642.836181640625, 192.72169494628906)	(636.0272216796875, 114.36430358886719)	(231.54762268066406, 51.08739471435547)
(377.966796875, 290.68438720703125)	(244.77528381347656, 192.83421325683594)	(161.79959106445312, 61.93266296386719)	(230.87081909179688, 51.25758743286133)
(377.94818115234375, 290.5838928222656)	(642.0885009765625, 191.9957275390625)	(256.94488525390625, 114.54975891113281)	(231.11807250976562, 51.432621002197266)
(378.2498474121094, 290.6913757324219)	(244.6221923828125, 192.59388732910156)	(636.2130126953125, 114.18297576904297)	(231.9912109375, 51.468082427978516)
(377.5928955078125, 290.9723815917969)	(641.9296875, 191.78367614746094)	(161.50271606445312, 62.0356330871582)	(233.93385314941406, 51.49489212036133)
(377.8232116699219, 291.11370849609375)	(244.29794311523438, 192.02706909179688)	(256.994140625, 113.91985321044922)	(233.67623901367188, 51.650672912597656)
(377.78582763671875, 290.9725341796875)	(641.3262329101562, 191.59445190429688)	(636.4783325195312, 113.73029327392578)	(234.4233856201172, 51.61750793457031)
(377.974853515625, 290.66143798828125)	(243.66690063476562, 191.96688842773438)	(161.4938507080078, 61.28936004638672)	(233.74075317382812, 51.62700271606445)
(377.7124328613281, 290.7491149902344)	(640.7507934570312, 191.56654357910156)	(255.82089233398438, 114.91834259033203)	(235.83030700683594, 51.708251953125)
(377.2575988769531, 291.0941467285156)	(243.07901000976562, 191.30184936523438)	(636.5910034179688, 113.23551177978516)	(238.35458374023438, 51.779685974121094)
(376.8694763183594, 291.298828125)	(640.1730346679688, 191.45529174804688)	(161.55215454101562, 60.964351654052734)	(237.53884887695312, 52.06277084350586)
(376.8266296386719, 291.35968017578125)	(242.58273315429688, 190.99766540527344)	(255.46102905273438, 113.48902130126953)	(235.8096923828125, 52.36470031738281)
(377.01611328125, 291.5310363769531)	(639.71923828125, 191.10165405273438)	(636.7467651367188, 113.35102081298828)	(235.90118408203125, 52.59271240234375)
(376.673095703125, 291.6351013183594)	(242.2174072265625, 190.95021057128906)	(161.7639617919922, 60.867549896240234)	(236.16966247558594, 52.63406753540039)
(376.888427734375, 291.3931884765625)	(639.656494140625, 191.19015502929688)	(255.50755310058594, 113.20567321777344)	(236.6260528564453, 52.77953338623047)
(376.7869567871094, 291.44677734375)	(241.54454040527344, 190.40550231933594)	(636.8416748046875, 113.63568115234375)	(237.0987091064453, 52.76770782470703)
(377.247802734375, 291.41162109375)	(639.158447265625, 190.80479431152344)	(161.5097198486328, 61.07450485229492)	(235.149658203125, 52.94329833984375)
(377.5283203125, 291.5998840332031)	(240.9710693359375, 189.947509765625)	(254.51312255859375, 114.34381866455078)	(235.56143188476562, 53.109413146972656)
(377.54693603515625, 291.5677490234375)	(638.3370361328125, 190.3905029296875)	(636.8280639648438, 113.62831115722656)	(235.3014678955078, 53.19429397583008)
(377.4229736328125, 291.287353515625)	(240.37294006347656, 189.62603759765625)	(161.5016632080078, 61.09937286376953)	(234.71737670898438, 53.164039611816406)
(377.1144104003906, 291.20013427734375)	(637.9169311523438, 189.68174743652344)	(255.8496551513672, 113.20050048828125)	(230.855712890625, 53.38031005859375)
(377.148193359375, 291.2945556640625)	(239.35391235351562, 189.2086639404297)	(636.829345703125, 113.4029312133789)	(214.23826599121094, 54.792747497558594)
(377.55743408203125, 291.4176025390625)	(637.28369140625, 188.87005615234375)	(161.78561401367188, 60.603858947753906)	(217.64462280273438, 54.174163818359375)
(377.37896728515625, 291.3857727050781)	(238.0421905517578, 188.8392791748047)	(256.5797424316406, 112.78734588623047)	(208.93270874023438, 54.921504974365234)
(377.1316833496094, 291.3990173339844)	(636.5236206054688, 188.0377655029297)	(636.8711547851562, 113.04805755615234)	(205.5872802734375, 55.178470611572266)
(377.0738525390625, 291.23187255859375)	(237.46176147460938, 188.38247680664062)	(161.8370361328125, 60.39042663574219)	(204.5337677001953, 55.14396667480469)
(377.1068115234375, 291.01666259765625)	(635.8794555664062, 187.95828247070312)	(256.8684997558594, 112.3828353881836)	(204.38743591308594, 55.193626403808594)
(377.354736328125, 291.0138244628906)	(236.40350341796875, 188.2808380126953)	(636.7747802734375, 112.82151794433594)	(204.44332885742188, 54.96158218383789)
(377.1447448730469, 290.99090576171875)	(634.6119995117188, 187.74598693847656)	(161.92747497558594, 60.30482864379883)	(204.57846069335938, 54.99480056762695)
(377.02008056640625, 290.4973449707031)	(235.85462951660156, 187.93658447265625)	(256.4781188964844, 112.41494750976562)	(204.6078338623047, 54.80625915527344)
(377.1994934082031, 290.3607177734375)	(634.390869140625, 187.67044067382812)	(636.4451904296875, 113.2395248413086)	(204.794189453125, 54.612831115722656)
(377.6023254394531, 290.7191162109375)	(234.93670654296875, 187.42694091796875)	(161.94912719726562, 60.49842071533203)	(204.92739868164062, 54.5872917175293)
(377.9058837890625, 290.7531433105469)	(633.38720703125, 187.22064208984375)	(256.9207763671875, 112.17229461669922)	(204.99029541015625, 54.46017837524414)
(377.6236877441406, 289.06292724609375)	(234.33108520507812, 187.14918518066406)	(636.5673217773438, 113.03143310546875)	(205.10816955566406, 54.277610778808594)
(377.541015625, 288.1006164550781)	(632.5482177734375, 187.17567443847656)	(161.78033447265625, 60.53208923339844)	(205.1412811279297, 54.24238204956055)
